date_operation,libelle,montant,solde_avt_ope,categ,type,tranche_depense,sens,annee,mois,jour,jour_sem,jour_sem_num,weekend,quart_mois
2023-04-24,CARTE   CHEZ LUC,-9.2,3656.869999999998,RESTAURANT,CARTE,petite,debit,2023,4,24,<bound method Timestamp.day_name of Timestamp('2023-04-24 00:00:00')>,1,False,3
2023-04-25,CARTE   LES ANCIENS ROBINSON,-32.67,3647.6699999999983,COURSES,CARTE,petite,debit,2023,4,25,<bound method Timestamp.day_name of Timestamp('2023-04-25 00:00:00')>,2,False,4
2023-04-26,CARTE,-10.0,3614.999999999998,AUTRE,CARTE,petite,debit,2023,4,26,<bound method Timestamp.day_name of Timestamp('2023-04-26 00:00:00')>,3,False,4
2023-04-26,CARTE   LA LOUVE,-1.9,3604.999999999998,COURSES,CARTE,petite,debit,2023,4,26,<bound method Timestamp.day_name of Timestamp('2023-04-26 00:00:00')>,3,False,4
2023-04-28,DON,-1.4,3603.099999999998,AUTRE,DON,petite,debit,2023,4,28,<bound method Timestamp.day_name of Timestamp('2023-04-28 00:00:00')>,5,False,4
2023-04-28,CARTE   LES ANCIENS ROBINSON,-9.11,3601.699999999998,COURSES,CARTE,petite,debit,2023,4,28,<bound method Timestamp.day_name of Timestamp('2023-04-28 00:00:00')>,5,False,4
2023-04-30,VIREMENT,-36.0,3592.589999999998,AUTRE,VIREMENT,petite,debit,2023,4,30,<bound method Timestamp.day_name of Timestamp('2023-04-30 00:00:00')>,7,False,4
2023-05-02,RETRAIT,-32.0,3556.589999999998,AUTRE,RETRAIT,petite,debit,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1
2023-05-02,CARTE,-10.4,3524.589999999998,AUTRE,CARTE,petite,debit,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1
2023-05-02,CARTE,-8.48,3514.189999999998,AUTRE,CARTE,petite,debit,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1
2023-05-02,VIREMENT,47.2,3505.7099999999978,AUTRE,VIREMENT,(pas une dépense),credit,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1
2023-05-02,CARTE   TOUPTIPRI,-12.24,3552.9099999999976,COURSES,CARTE,petite,debit,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1
2023-05-02,CARTE,-16.7,3540.669999999998,AUTRE,CARTE,petite,debit,2023,5,2,<bound method Timestamp.day_name of Timestamp('2023-05-02 00:00:00')>,2,False,1
2023-05-03,CARTE,-14.39,3523.9699999999975,AUTRE,CARTE,petite,debit,2023,5,3,<bound method Timestamp.day_name of Timestamp('2023-05-03 00:00:00')>,3,False,1
2023-05-03,CARTE   RAPT,-73.0,3509.5799999999977,TRANSPORT,CARTE,petite,debit,2023,5,3,<bound method Timestamp.day_name of Timestamp('2023-05-03 00:00:00')>,3,False,1
2023-05-04,VIREMENT,676.0,3436.5799999999977,AUTRE,VIREMENT,(pas une dépense),credit,2023,5,4,<bound method Timestamp.day_name of Timestamp('2023-05-04 00:00:00')>,4,False,1
2023-05-04,CARTE   LES ANCIENS ROBINSON,-17.16,4112.579999999998,COURSES,CARTE,petite,debit,2023,5,4,<bound method Timestamp.day_name of Timestamp('2023-05-04 00:00:00')>,4,False,1
2023-05-05,CARTE   TOUPTIPRI,-3.48,4095.419999999998,COURSES,CARTE,petite,debit,2023,5,5,<bound method Timestamp.day_name of Timestamp('2023-05-05 00:00:00')>,5,False,1
2023-05-06,FORFAIT COMPTE SUPERBANK,-1.84,4091.939999999998,COTISATION BANCAIRE,AUTRE,petite,debit,2023,5,6,<bound method Timestamp.day_name of Timestamp('2023-05-06 00:00:00')>,6,False,1
2023-05-09,CARTE,-1.44,4090.0999999999976,AUTRE,CARTE,petite,debit,2023,5,9,<bound method Timestamp.day_name of Timestamp('2023-05-09 00:00:00')>,2,False,2
2023-05-09,CARTE,-1.12,4088.6599999999976,AUTRE,CARTE,petite,debit,2023,5,9,<bound method Timestamp.day_name of Timestamp('2023-05-09 00:00:00')>,2,False,2
2023-05-09,CARTE,-1.6,4087.5399999999977,AUTRE,CARTE,petite,debit,2023,5,9,<bound method Timestamp.day_name of Timestamp('2023-05-09 00:00:00')>,2,False,2
2023-05-09,PRELEVEMENT  TELEPHONE,-7.02,4085.939999999998,FACTURE TELEPHONE,AUTRE,petite,debit,2023,5,9,<bound method Timestamp.day_name of Timestamp('2023-05-09 00:00:00')>,2,False,2
2023-05-09,CARTE,-32.0,4078.919999999998,AUTRE,CARTE,petite,debit,2023,5,9,<bound method Timestamp.day_name of Timestamp('2023-05-09 00:00:00')>,2,False,2
2023-05-10,CARTE   LES ANCIENS ROBINSON,-42.45,4046.919999999998,COURSES,CARTE,petite,debit,2023,5,10,<bound method Timestamp.day_name of Timestamp('2023-05-10 00:00:00')>,3,False,2
2023-05-10,CARTE   CHEZ LUC,-9.6,4004.469999999998,RESTAURANT,CARTE,petite,debit,2023,5,10,<bound method Timestamp.day_name of Timestamp('2023-05-10 00:00:00')>,3,False,2
2023-05-11,CARTE,-1.6,3994.869999999998,AUTRE,CARTE,petite,debit,2023,5,11,<bound method Timestamp.day_name of Timestamp('2023-05-11 00:00:00')>,4,False,2
2023-05-12,CARTE,-5.6,3993.269999999998,AUTRE,CARTE,petite,debit,2023,5,12,<bound method Timestamp.day_name of Timestamp('2023-05-12 00:00:00')>,5,False,2
2023-05-15,VIREMENT PERMANENT LOYER,-345.0,3987.6699999999983,LOYER,VIREMENT,grosse,debit,2023,5,15,<bound method Timestamp.day_name of Timestamp('2023-05-15 00:00:00')>,1,False,2
2023-05-15,CARTE   LES ANCIENS ROBINSON,-33.55,3642.6699999999983,COURSES,CARTE,petite,debit,2023,5,15,<bound method Timestamp.day_name of Timestamp('2023-05-15 00:00:00')>,1,False,2
2023-05-15,CARTE,-8.0,3609.119999999998,AUTRE,CARTE,petite,debit,2023,5,15,<bound method Timestamp.day_name of Timestamp('2023-05-15 00:00:00')>,1,False,2
2023-05-15,CARTE   TOUPTIPRI,-12.96,3601.119999999998,COURSES,CARTE,petite,debit,2023,5,15,<bound method Timestamp.day_name of Timestamp('2023-05-15 00:00:00')>,1,False,2
2023-05-15,CARTE   CHEZ LUC,-11.0,3588.159999999998,RESTAURANT,CARTE,petite,debit,2023,5,15,<bound method Timestamp.day_name of Timestamp('2023-05-15 00:00:00')>,1,False,2
2023-05-18,CARTE,-1.6,3577.159999999998,AUTRE,CARTE,petite,debit,2023,5,18,<bound method Timestamp.day_name of Timestamp('2023-05-18 00:00:00')>,4,False,3
2023-05-19,CARTE,-12.0,3575.559999999998,AUTRE,CARTE,petite,debit,2023,5,19,<bound method Timestamp.day_name of Timestamp('2023-05-19 00:00:00')>,5,False,3
2023-05-22,CARTE   CHEZ LUC,-11.4,3563.559999999998,RESTAURANT,CARTE,petite,debit,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3
2023-05-22,RETRAIT,-32.0,3552.159999999998,AUTRE,RETRAIT,petite,debit,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3
2023-05-22,CARTE,-9.72,3520.159999999998,AUTRE,CARTE,petite,debit,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3
2023-05-22,VIREMENT,936.32,3510.439999999998,AUTRE,VIREMENT,(pas une dépense),credit,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3
2023-05-22,CARTE,-2.4,4446.759999999998,AUTRE,CARTE,petite,debit,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3
2023-05-22,CARTE   LA CCNCF,-138.24,4444.359999999998,TRANSPORT,CARTE,moyenne,debit,2023,5,22,<bound method Timestamp.day_name of Timestamp('2023-05-22 00:00:00')>,1,False,3
2023-05-23,CARTE,-3.2,4306.119999999998,AUTRE,CARTE,petite,debit,2023,5,23,<bound method Timestamp.day_name of Timestamp('2023-05-23 00:00:00')>,2,False,3
2023-05-23,CARTE   LES ANCIENS ROBINSON,-4.41,4302.919999999998,COURSES,CARTE,petite,debit,2023,5,23,<bound method Timestamp.day_name of Timestamp('2023-05-23 00:00:00')>,2,False,3
2023-05-24,CARTE   L'EPICERIE DEMBAS,-15.81,4298.509999999998,AUTRE,CARTE,petite,debit,2023,5,24,<bound method Timestamp.day_name of Timestamp('2023-05-24 00:00:00')>,3,False,3
2023-05-24,CARTE,-7.84,4282.699999999999,AUTRE,CARTE,petite,debit,2023,5,24,<bound method Timestamp.day_name of Timestamp('2023-05-24 00:00:00')>,3,False,3
2023-05-29,CARTE   LES ANCIENS ROBINSON,-22.59,4274.859999999999,COURSES,CARTE,petite,debit,2023,5,29,<bound method Timestamp.day_name of Timestamp('2023-05-29 00:00:00')>,1,False,4
2023-05-29,CARTE,-14.16,4252.269999999999,AUTRE,CARTE,petite,debit,2023,5,29,<bound method Timestamp.day_name of Timestamp('2023-05-29 00:00:00')>,1,False,4
2023-05-29,RETRAIT,-48.0,4238.109999999999,AUTRE,RETRAIT,petite,debit,2023,5,29,<bound method Timestamp.day_name of Timestamp('2023-05-29 00:00:00')>,1,False,4
2023-05-31,VIREMENT,-36.0,4190.109999999999,AUTRE,VIREMENT,petite,debit,2023,5,31,<bound method Timestamp.day_name of Timestamp('2023-05-31 00:00:00')>,3,False,4
2023-05-31,DON,-1.44,4154.109999999999,AUTRE,DON,petite,debit,2023,5,31,<bound method Timestamp.day_name of Timestamp('2023-05-31 00:00:00')>,3,False,4
2023-05-31,CARTE   LES ANCIENS ROBINSON,-6.89,4152.669999999998,COURSES,CARTE,petite,debit,2023,5,31,<bound method Timestamp.day_name of Timestamp('2023-05-31 00:00:00')>,3,False,4
2023-05-31,CARTE   CHEZ LUC,-7.74,4145.779999999999,RESTAURANT,CARTE,petite,debit,2023,5,31,<bound method Timestamp.day_name of Timestamp('2023-05-31 00:00:00')>,3,False,4
2023-06-02,CARTE   RAPT,-73.0,4138.039999999999,TRANSPORT,CARTE,petite,debit,2023,6,2,<bound method Timestamp.day_name of Timestamp('2023-06-02 00:00:00')>,5,False,1
2023-06-06,CARTE,-5.1,4065.0399999999986,AUTRE,CARTE,petite,debit,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1
2023-06-06,CARTE,-14.39,4059.9399999999987,AUTRE,CARTE,petite,debit,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1
2023-06-06,FORFAIT COMPTE SUPERBANK,-1.84,4045.549999999999,COTISATION BANCAIRE,AUTRE,petite,debit,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1
2023-06-06,VIREMENT,676.0,4043.7099999999987,AUTRE,VIREMENT,(pas une dépense),credit,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1
2023-06-06,CARTE,-20.4,4719.709999999999,AUTRE,CARTE,petite,debit,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1
2023-06-06,CARTE,-10.4,4699.309999999999,AUTRE,CARTE,petite,debit,2023,6,6,<bound method Timestamp.day_name of Timestamp('2023-06-06 00:00:00')>,2,False,1
2023-06-07,PRELEVEMENT  TELEPHONE,-6.38,4688.909999999998,FACTURE TELEPHONE,AUTRE,petite,debit,2023,6,7,<bound method Timestamp.day_name of Timestamp('2023-06-07 00:00:00')>,3,False,1
2023-06-12,CARTE   LES ANCIENS ROBINSON,-4.63,4682.529999999999,COURSES,CARTE,petite,debit,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2
2023-06-12,CARTE   TOUPTIPRI,-5.88,4677.899999999998,COURSES,CARTE,petite,debit,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2
2023-06-12,CARTE   TOUPTIPRI,-2.51,4672.019999999999,COURSES,CARTE,petite,debit,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2
2023-06-12,CARTE   LES ANCIENS ROBINSON,-26.58,4669.509999999998,COURSES,CARTE,petite,debit,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2
2023-06-12,CARTE   CHEZ LUC,-9.2,4642.9299999999985,RESTAURANT,CARTE,petite,debit,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2
2023-06-12,CARTE,-2.32,4633.729999999998,AUTRE,CARTE,petite,debit,2023,6,12,<bound method Timestamp.day_name of Timestamp('2023-06-12 00:00:00')>,1,False,2
2023-06-13,CARTE,-7.99,4631.409999999998,AUTRE,CARTE,petite,debit,2023,6,13,<bound method Timestamp.day_name of Timestamp('2023-06-13 00:00:00')>,2,False,2
2023-06-15,VIREMENT PERMANENT LOYER,-345.0,4623.419999999998,LOYER,VIREMENT,grosse,debit,2023,6,15,<bound method Timestamp.day_name of Timestamp('2023-06-15 00:00:00')>,4,False,2
2023-06-15,CARTE,-15.99,4278.419999999998,AUTRE,CARTE,petite,debit,2023,6,15,<bound method Timestamp.day_name of Timestamp('2023-06-15 00:00:00')>,4,False,2
2023-06-15,CARTE,-19.2,4262.4299999999985,AUTRE,CARTE,petite,debit,2023,6,15,<bound method Timestamp.day_name of Timestamp('2023-06-15 00:00:00')>,4,False,2
2023-06-16,CARTE   LES ANCIENS ROBINSON,-4.39,4243.229999999999,COURSES,CARTE,petite,debit,2023,6,16,<bound method Timestamp.day_name of Timestamp('2023-06-16 00:00:00')>,5,False,2
2023-06-16,CARTE,-8.0,4238.839999999998,AUTRE,CARTE,petite,debit,2023,6,16,<bound method Timestamp.day_name of Timestamp('2023-06-16 00:00:00')>,5,False,2
2023-06-19,CARTE,-2.4,4230.839999999998,AUTRE,CARTE,petite,debit,2023,6,19,<bound method Timestamp.day_name of Timestamp('2023-06-19 00:00:00')>,1,False,3
2023-06-19,CARTE,-10.2,4228.439999999999,AUTRE,CARTE,petite,debit,2023,6,19,<bound method Timestamp.day_name of Timestamp('2023-06-19 00:00:00')>,1,False,3
2023-06-19,CARTE   LA LOUVE,-18.45,4218.239999999999,COURSES,CARTE,petite,debit,2023,6,19,<bound method Timestamp.day_name of Timestamp('2023-06-19 00:00:00')>,1,False,3
2023-06-19,CARTE   LES ANCIENS ROBINSON,-9.31,4199.789999999999,COURSES,CARTE,petite,debit,2023,6,19,<bound method Timestamp.day_name of Timestamp('2023-06-19 00:00:00')>,1,False,3
2023-06-19,CARTE,-18.24,4190.48,AUTRE,CARTE,petite,debit,2023,6,19,<bound method Timestamp.day_name of Timestamp('2023-06-19 00:00:00')>,1,False,3
2023-06-20,CARTE   L'EPICERIE DEMBAS,-10.05,4172.24,AUTRE,CARTE,petite,debit,2023,6,20,<bound method Timestamp.day_name of Timestamp('2023-06-20 00:00:00')>,2,False,3
2023-06-20,CARTE   VELOC,-29.0,4162.189999999999,TRANSPORT,CARTE,petite,debit,2023,6,20,<bound method Timestamp.day_name of Timestamp('2023-06-20 00:00:00')>,2,False,3
2023-06-21,CARTE,-2.72,4133.189999999999,AUTRE,CARTE,petite,debit,2023,6,21,<bound method Timestamp.day_name of Timestamp('2023-06-21 00:00:00')>,3,False,3
2023-06-22,CARTE,-7.12,4130.469999999999,AUTRE,CARTE,petite,debit,2023,6,22,<bound method Timestamp.day_name of Timestamp('2023-06-22 00:00:00')>,4,False,3
2023-06-22,CARTE,-8.8,4123.349999999999,AUTRE,CARTE,petite,debit,2023,6,22,<bound method Timestamp.day_name of Timestamp('2023-06-22 00:00:00')>,4,False,3
2023-06-23,CARTE,-19.84,4114.549999999999,AUTRE,CARTE,petite,debit,2023,6,23,<bound method Timestamp.day_name of Timestamp('2023-06-23 00:00:00')>,5,False,3
2023-06-23,CARTE,-10.4,4094.709999999999,AUTRE,CARTE,petite,debit,2023,6,23,<bound method Timestamp.day_name of Timestamp('2023-06-23 00:00:00')>,5,False,3
2023-06-23,CARTE,-19.36,4084.309999999999,AUTRE,CARTE,petite,debit,2023,6,23,<bound method Timestamp.day_name of Timestamp('2023-06-23 00:00:00')>,5,False,3
2023-06-26,CARTE,-183.99,4064.949999999999,AUTRE,CARTE,moyenne,debit,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4
2023-06-26,CARTE,-24.48,3880.959999999999,AUTRE,CARTE,petite,debit,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4
2023-06-26,CARTE,-96.0,3856.479999999999,AUTRE,CARTE,moyenne,debit,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4
2023-06-26,CARTE,-29.52,3760.479999999999,AUTRE,CARTE,petite,debit,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4
2023-06-26,CARTE,-17.2,3730.959999999999,AUTRE,CARTE,petite,debit,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4
2023-06-26,CARTE   LA LOUVE,-27.68,3713.7599999999993,COURSES,CARTE,petite,debit,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4
2023-06-26,CARTE   TOUPTIPRI,-6.6,3686.0799999999995,COURSES,CARTE,petite,debit,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4
2023-06-26,CARTE,-8.0,3679.4799999999996,AUTRE,CARTE,petite,debit,2023,6,26,<bound method Timestamp.day_name of Timestamp('2023-06-26 00:00:00')>,1,False,4
2023-06-27,RETRAIT,-40.0,3671.4799999999996,AUTRE,RETRAIT,petite,debit,2023,6,27,<bound method Timestamp.day_name of Timestamp('2023-06-27 00:00:00')>,2,False,4
2023-06-27,CARTE   L'EPICERIE DEMBAS,-10.95,3631.4799999999996,AUTRE,CARTE,petite,debit,2023,6,27,<bound method Timestamp.day_name of Timestamp('2023-06-27 00:00:00')>,2,False,4
2023-06-27,CARTE   L'EPICERIE DEMBAS,-11.44,3620.5299999999997,AUTRE,CARTE,petite,debit,2023,6,27,<bound method Timestamp.day_name of Timestamp('2023-06-27 00:00:00')>,2,False,4
2023-06-28,CARTE,-7.12,3609.0899999999997,AUTRE,CARTE,petite,debit,2023,6,28,<bound method Timestamp.day_name of Timestamp('2023-06-28 00:00:00')>,3,False,4
2023-06-28,CARTE   LES ANCIENS ROBINSON,-12.49,3601.97,COURSES,CARTE,petite,debit,2023,6,28,<bound method Timestamp.day_name of Timestamp('2023-06-28 00:00:00')>,3,False,4
2023-06-30,VIREMENT,-36.0,3589.48,AUTRE,VIREMENT,petite,debit,2023,6,30,<bound method Timestamp.day_name of Timestamp('2023-06-30 00:00:00')>,5,False,4
2023-06-30,DON,-1.76,3553.48,AUTRE,DON,petite,debit,2023,6,30,<bound method Timestamp.day_name of Timestamp('2023-06-30 00:00:00')>,5,False,4
2023-06-30,CARTE   LA CCNCF,-23.85,3551.72,TRANSPORT,CARTE,petite,debit,2023,6,30,<bound method Timestamp.day_name of Timestamp('2023-06-30 00:00:00')>,5,False,4
2023-07-03,CARTE,-19.93,3527.87,AUTRE,CARTE,petite,debit,2023,7,3,<bound method Timestamp.day_name of Timestamp('2023-07-03 00:00:00')>,1,False,1
